No,EPX,Travel Agency,Online,Cancellation Plan,84,FRENCH POLYNESIA,80,0,35
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,35,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,6,"TAIWAN, PROVINCE OF CHINA",10,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,AUSTRALIA,39.6,23.76,42
No,JZI,Airlines,Online,Basic Plan,25,THAILAND,22,7.7,31
No,JZI,Airlines,Online,Basic Plan,6,HONG KONG,26,9.1,39
No,EPX,Travel Agency,Online,Cancellation Plan,102,CHINA,22,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,101,MALAYSIA,10,0,36
No,JZI,Airlines,Online,Basic Plan,35,THAILAND,22,7.7,55
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,VIET NAM,20,0,36
No,JZI,Airlines,Online,Basic Plan,2,AUSTRALIA,22,7.7,50
No,EPX,Travel Agency,Online,Cancellation Plan,10,SAUDI ARABIA,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,14,INDIA,10,0,46
No,JZI,Airlines,Online,Basic Plan,105,VIET NAM,22,7.7,40
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,INDONESIA,29,0,32
No,EPX,Travel Agency,Online,Cancellation Plan,4,INDONESIA,23,0,35
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,THAILAND,20,0,40
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,49.5,29.7,32
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,30,0,56
No,SSI,Airlines,Online,Ticket Protector,22,SINGAPORE,0.77,0.22,48
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,THAILAND,20,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,56,JAPAN,0,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,42,TURKS AND CAICOS ISLANDS,128,0,30
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,UNITED STATES,79.2,47.52,36
No,JZI,Airlines,Online,Value Plan,57,UNITED STATES,-121,42.35,63
No,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,10,0,42
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,39.6,23.76,60
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,INDONESIA,26,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,221,AUSTRALIA,0,53.46,53
No,EPX,Travel Agency,Online,Cancellation Plan,22,JAPAN,52,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,11,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,132,"KOREA, REPUBLIC OF",0,0,36
No,JZI,Airlines,Online,Value Plan,26,HONG KONG,58,20.3,54
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,CHINA,52,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,24,JAPAN,76,0,36
No,ADM,Travel Agency,Online,Premier Plan,22,FRANCE,-86,32.68,22
No,EPX,Travel Agency,Online,Cancellation Plan,2,MALAYSIA,11,0,35
No,C2B,Airlines,Online,Silver Plan,21,SINGAPORE,22.5,5.63,28
No,JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18,6.3,57
No,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,15,3.75,32
No,JZI,Airlines,Online,Value Plan,90,UNITED STATES,96,33.6,32
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,THAILAND,29.7,17.82,29
No,JZI,Airlines,Online,Basic Plan,13,THAILAND,22,7.7,43
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,MALAYSIA,20,0,36
No,SSI,Airlines,Online,Ticket Protector,142,SINGAPORE,10.55,2.96,48
No,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,13.5,3.38,34
No,EPX,Travel Agency,Online,Cancellation Plan,24,THAILAND,12,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,15,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,UNITED STATES,34,0,61
No,EPX,Travel Agency,Online,Cancellation Plan,3,HONG KONG,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,MALAYSIA,23,0,48
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,85,PHILIPPINES,20,0,36
No,JZI,Airlines,Online,Basic Plan,104,THAILAND,22,7.7,36
No,EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,10,0,27
No,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161,40.25,63
No,C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,161,40.25,69
No,JZI,Airlines,Online,Basic Plan,28,THAILAND,18,6.3,50
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,"TAIWAN, PROVINCE OF CHINA",22,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,72,AUSTRALIA,0,47.52,43
No,EPX,Travel Agency,Online,Cancellation Plan,23,HONG KONG,21,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,58,NETHERLANDS,10,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,158,AUSTRALIA,178.2,106.92,44
No,JZI,Airlines,Online,Basic Plan,10,INDONESIA,22,7.7,67
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,76,MALAYSIA,39.6,23.76,44
No,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,138,UNITED STATES,74,0,22
No,JZI,Airlines,Online,Basic Plan,75,"TAIWAN, PROVINCE OF CHINA",35,12.25,58
No,EPX,Travel Agency,Online,Cancellation Plan,82,SINGAPORE,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,JAPAN,36,0,36
No,JZI,Airlines,Online,Basic Plan,5,MACAO,22,7.7,34
No,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,13.5,3.38,52
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,NORWAY,39.6,23.76,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,PHILIPPINES,20,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,SINGAPORE,86,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,MALAYSIA,20,0,36
No,JZI,Airlines,Online,Basic Plan,12,PHILIPPINES,18,6.3,29
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,PHILIPPINES,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,5,MACAO,10,0,37
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,INDONESIA,27,0,35
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,THAILAND,20,0,26
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,CHINA,51,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,64,UNITED STATES,128,0,64
No,EPX,Travel Agency,Online,Cancellation Plan,103,CHINA,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,26,INDIA,20,0,36
No,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,29
No,JWT,Airlines,Online,Value Plan,62,INDIA,31,12.4,99
No,EPX,Travel Agency,Online,Cancellation Plan,69,UNITED STATES,80,0,33
No,JZI,Airlines,Online,Basic Plan,5,INDONESIA,22,7.7,17
No,C2B,Airlines,Online,Gold Plan,8,SINGAPORE,69,17.25,28
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,SINGAPORE,29,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,0,17.82,55
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,UNITED STATES,112,0,45
No,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,29,7.25,44
No,EPX,Travel Agency,Online,Cancellation Plan,28,THAILAND,14,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,72,AUSTRALIA,19.8,11.88,39
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,39.6,23.76,27
No,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED STATES,10,0,42
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,CHINA,27,0,36
No,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,20,5,38
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDIA,50,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,46,UNITED STATES,80,0,46
No,JZI,Airlines,Online,Basic Plan,24,INDONESIA,22,7.7,65
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,PHILIPPINES,68,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,149,AUSTRALIA,59.4,35.64,40
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,MALAYSIA,20,0,46
No,EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,23,0,37
No,C2B,Airlines,Online,Bronze Plan,51,SINGAPORE,72,18,40
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,HONG KONG,52,0,35
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,SINGAPORE,28,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,36,AUSTRALIA,29.7,17.82,30
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,HONG KONG,28,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,MALAYSIA,29.7,17.82,74
No,RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,15,6,41
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,THAILAND,41,0,35
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDONESIA,28,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,AUSTRALIA,89.1,53.46,35
No,JZI,Airlines,Online,Value Plan,11,"KOREA, REPUBLIC OF",45,15.75,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,CANADA,0,5.94,42
No,EPX,Travel Agency,Online,Cancellation Plan,118,INDIA,15,0,48
No,EPX,Travel Agency,Online,Cancellation Plan,54,SINGAPORE,28,0,36
No,SSI,Airlines,Online,Ticket Protector,62,SINGAPORE,4.31,1.21,48
No,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,23
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,JAPAN,84,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,VIET NAM,20,0,36
No,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,28
No,EPX,Travel Agency,Online,Cancellation Plan,35,CHINA,27,0,35
No,EPX,Travel Agency,Online,Cancellation Plan,2,UNITED STATES,43,0,46
No,EPX,Travel Agency,Online,Cancellation Plan,121,MYANMAR,13,0,36
No,KML,Travel Agency,Online,Value Plan,38,NETHERLANDS,75,28.5,48
No,EPX,Travel Agency,Online,Cancellation Plan,3,INDONESIA,16,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,12,INDONESIA,11,0,41
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,37
No,EPX,Travel Agency,Online,Cancellation Plan,25,MALAYSIA,10,0,27
No,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,20.25,5.06,37
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,27,UNITED STATES,107,0,23
No,JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18,6.3,55
No,C2B,Airlines,Online,Silver Plan,27,SINGAPORE,63,15.75,11
No,RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15,6,35
No,EPX,Travel Agency,Online,Cancellation Plan,24,AUSTRALIA,49,0,36
Yes,EPX,Travel Agency,Online,Cancellation Plan,82,UNITED KINGDOM,57,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CYPRUS,112,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,GERMANY,69.3,41.58,29
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,UNITED STATES,94,0,39
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,11,SINGAPORE,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,MALAYSIA,9.9,5.94,49
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,THAILAND,39.6,23.76,49
No,EPX,Travel Agency,Online,Cancellation Plan,56,HONG KONG,18,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,RUSSIAN FEDERATION,0,0,36
Yes,TTW,Travel Agency,Offline,Individual Comprehensive Plan,364,SINGAPORE,97,0,24
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,AUSTRALIA,69.3,41.58,30
No,EPX,Travel Agency,Online,Cancellation Plan,58,SINGAPORE,11,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,11,UNITED KINGDOM,80,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,180,JAPAN,28,0,36
No,JZI,Airlines,Online,Basic Plan,56,MYANMAR,0,20.3,34
No,EPX,Travel Agency,Online,Cancellation Plan,17,MALAYSIA,10,0,42
No,EPX,Travel Agency,Online,Cancellation Plan,9,CAMBODIA,39,0,35
No,ART,Airlines,Online,24 Protect,9,MYANMAR,12,4.2,48
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,CHINA,20,0,36
No,C2B,Airlines,Online,Silver Plan,132,SINGAPORE,271,67.75,21
No,EPX,Travel Agency,Online,Cancellation Plan,118,CANADA,80,0,49
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,68,SPAIN,39.6,23.76,39
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,AUSTRALIA,0,47.52,31
No,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,69
No,EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,18,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,INDONESIA,59,0,35
No,JZI,Airlines,Online,Basic Plan,17,HONG KONG,26,9.1,28
No,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,47.5,11.88,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,66,JAPAN,54,0,36
No,C2B,Airlines,Online,Silver Plan,28,SINGAPORE,27,6.75,57
No,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,25,6.25,35
No,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,67,16.75,30
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,HONG KONG,25,0,43
No,EPX,Travel Agency,Online,Cancellation Plan,45,VIET NAM,10,0,55
No,EPX,Travel Agency,Offline,2 way Comprehensive Plan,10,UNITED STATES,68,0,46
No,JZI,Airlines,Online,Value Plan,17,PHILIPPINES,33,11.55,41
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,VIET NAM,20,0,41
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,MALAYSIA,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,10,0,45
No,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10,0,49
No,JZI,Airlines,Online,Value Plan,189,AUSTRALIA,45,15.75,49
No,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,33
No,EPX,Travel Agency,Online,Cancellation Plan,4,"TAIWAN, PROVINCE OF CHINA",35,0,36
Yes,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,21,5.25,38
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,72,NORWAY,89.1,53.46,29
No,LWC,Travel Agency,Online,Annual Travel Protect Silver,395,UNITED STATES,229.8,149.37,41
No,EPX,Travel Agency,Online,Cancellation Plan,96,NETHERLANDS,24,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,49,THAILAND,19,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,109,NEW ZEALAND,158.4,95.04,34
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,44,"TAIWAN, PROVINCE OF CHINA",27,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,227,THAILAND,29.7,17.82,36
No,RAB,Airlines,Online,Value Plan,32,BRUNEI DARUSSALAM,50,20,54
No,C2B,Airlines,Online,Silver Plan,68,SINGAPORE,24.05,6.01,47
No,TST,Travel Agency,Offline,Travel Cruise Protect,64,THAILAND,30,10.5,66
No,EPX,Travel Agency,Online,Cancellation Plan,96,AUSTRALIA,80,0,36
No,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,23.5,5.88,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,79.2,47.52,36
Yes,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,31,FRANCE,76.5,49.73,34
No,EPX,Travel Agency,Online,Cancellation Plan,16,THAILAND,28,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,48,MYANMAR,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,AUSTRALIA,79.2,47.52,31
No,EPX,Travel Agency,Online,Cancellation Plan,177,KENYA,128,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,35,0,35
No,JZI,Airlines,Online,Basic Plan,2,VIET NAM,18,6.3,39
No,C2B,Airlines,Online,Silver Plan,24,SINGAPORE,74.4,18.6,51
No,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,16,4,18
No,EPX,Travel Agency,Online,Cancellation Plan,39,SOUTH AFRICA,80,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,HONG KONG,26,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,117,NEW ZEALAND,20,0,23
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,42,CANADA,25,0,45
No,KML,Travel Agency,Online,Value Plan,9,NETHERLANDS,75,28.5,48
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,PHILIPPINES,20,0,36
No,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,216.75,54.19,33
No,EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,25,0,36
No,JZI,Airlines,Online,Basic Plan,167,CHINA,26,9.1,28
No,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,20,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,FRANCE,112,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,AUSTRALIA,79.2,47.52,33
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79,THAILAND,29.7,17.82,31
Yes,C2B,Airlines,Online,Silver Plan,39,SINGAPORE,22.5,5.63,30
No,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,32,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,CANADA,29.7,17.82,25
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,SINGAPORE,24,0,36
No,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216,54,44
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,MALAYSIA,20,0,53
No,EPX,Travel Agency,Online,Cancellation Plan,28,PORTUGAL,30,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,PHILIPPINES,24,0,36
No,JZI,Airlines,Online,Basic Plan,14,THAILAND,18,6.3,29
No,SSI,Airlines,Online,Ticket Protector,3,SINGAPORE,9.12,2.56,48
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,AUSTRALIA,19.8,11.88,30
Yes,EPX,Travel Agency,Offline,2 way Comprehensive Plan,10,MALAYSIA,20,0,99
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,MALAYSIA,20,0,57
No,EPX,Travel Agency,Online,Cancellation Plan,39,MALAYSIA,10,0,21
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,JAPAN,19.8,11.88,31
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,20,INDONESIA,20,0,29
No,JZI,Airlines,Online,Basic Plan,9,CHINA,26,9.1,25
No,EPX,Travel Agency,Online,Cancellation Plan,56,UNITED STATES,70,0,39
No,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,49.8,12.45,28
